model,mhc_class,condition,target,sample,ranking_score,is_best_ranked,iptm,ptm,n_chains,ptm_mhc,ptm_pep,ptm_mhcb,ptm_tcra,ptm_tcrb,cp_mhc_pep,cp_mhca_mhcb,cp_mhcb_pep,cp_mhc_tcra,cp_mhc_tcrb,cp_pep_tcra,cp_pep_tcrb,cp_mhcb_tcra,cp_mhcb_tcrb,cp_tcra_tcrb,mean_tcr_pmhc_iptm,chain_pair_iptm
intellifold2,classI,no_msa_no_template,7q99_pmhc_tcr,4,0.37225804924964906,False,0.3458346128463745,0.4779517948627472,4,0.24770434200763702,0.012556293979287148,,0.7843317985534668,0.7366337180137634,0.10533545166254044,,,0.138113334774971,0.12643975019454956,0.044209614396095276,0.04399840906262398,,,0.7500405311584473,0.08819027710705996,"[[0.24770434200763702, 0.10533545166254044, 0.138113334774971, 0.12643975019454956], [0.10533545166254044, 0.012556293979287148, 0.044209614396095276, 0.04399840906262398], [0.138113334774971, 0.044209614396095276, 0.7843317985534668, 0.7500405311584473], [0.12643975019454956, 0.04399840906262398, 0.7500405311584473, 0.7366337180137634]]"
intellifold2,classI,no_msa_no_template,7q9a_pmhc_tcr,0,0.3762748658657074,False,0.34908947348594666,0.48501643538475037,4,0.26374056935310364,0.017056234180927277,,0.7990308403968811,0.7626923322677612,0.03694474697113037,,,0.16921798884868622,0.1568560004234314,0.02281878888607025,0.023739974945783615,,,0.7776674032211304,0.09315818827599287,"[[0.26374056935310364, 0.03694474697113037, 0.16921798884868622, 0.1568560004234314], [0.03694474697113037, 0.017056234180927277, 0.02281878888607025, 0.023739974945783615], [0.16921798884868622, 0.02281878888607025, 0.7990308403968811, 0.7776674032211304], [0.1568560004234314, 0.023739974945783615, 0.7776674032211304, 0.7626923322677612]]"
intellifold2,classI,no_msa_no_template,7q9a_pmhc_tcr,1,0.3728936791419983,False,0.3453587293624878,0.4830334782600403,4,0.24342864751815796,0.01638413593173027,,0.8010125160217285,0.7610165476799011,0.04767671972513199,,,0.1587142050266266,0.14110414683818817,0.024678314104676247,0.025431906804442406,,,0.7808077335357666,0.08748214319348335,"[[0.24342864751815796, 0.04767671972513199, 0.1587142050266266, 0.14110414683818817], [0.04767671972513199, 0.01638413593173027, 0.024678314104676247, 0.025431906804442406], [0.1587142050266266, 0.024678314104676247, 0.8010125160217285, 0.7808077335357666], [0.14110414683818817, 0.025431906804442406, 0.7808077335357666, 0.7610165476799011]]"
intellifold2,classI,no_msa_no_template,7q9a_pmhc_tcr,2,0.3765619874000549,False,0.3493710160255432,0.4853258728981018,4,0.24447904527187347,0.017186472192406654,,0.799121618270874,0.7618215084075928,0.03501902520656586,,,0.1752394735813141,0.16030338406562805,0.02158183790743351,0.02234950102865696,,,0.7770967483520508,0.09486854914575815,"[[0.24447904527187347, 0.03501902520656586, 0.1752394735813141, 0.16030338406562805], [0.03501902520656586, 0.017186472192406654, 0.02158183790743351, 0.02234950102865696], [0.1752394735813141, 0.02158183790743351, 0.799121618270874, 0.7770967483520508], [0.16030338406562805, 0.02234950102865696, 0.7770967483520508, 0.7618215084075928]]"
intellifold2,classI,no_msa_no_template,7q9a_pmhc_tcr,3,0.3750860333442688,False,0.34777823090553284,0.48431724309921265,4,0.24594667553901672,0.016520114615559578,,0.8000767230987549,0.762427806854248,0.05041550472378731,,,0.14613954722881317,0.1390542984008789,0.024909738451242447,0.025362521409988403,,,0.7782284021377563,0.08386652637273073,"[[0.24594667553901672, 0.05041550472378731, 0.14613954722881317, 0.1390542984008789], [0.05041550472378731, 0.016520114615559578, 0.024909738451242447, 0.025362521409988403], [0.14613954722881317, 0.024909738451242447, 0.8000767230987549, 0.7782284021377563], [0.1390542984008789, 0.025362521409988403, 0.7782284021377563, 0.762427806854248]]"
intellifold2,classI,no_msa_no_template,7q9a_pmhc_tcr,4,0.3779505491256714,True,0.3508639633655548,0.4862968921661377,4,0.23662909865379333,0.016475901007652283,,0.80025315284729,0.7613762617111206,0.04479235038161278,,,0.16454043984413147,0.15251117944717407,0.024661332368850708,0.02602345682680607,,,0.7811107635498047,0.09193410212174058,"[[0.23662909865379333, 0.04479235038161278, 0.16454043984413147, 0.15251117944717407], [0.04479235038161278, 0.016475901007652283, 0.024661332368850708, 0.02602345682680607], [0.16454043984413147, 0.024661332368850708, 0.80025315284729, 0.7811107635498047], [0.15251117944717407, 0.02602345682680607, 0.7811107635498047, 0.7613762617111206]]"
intellifold2,classI,no_msa_no_template,7q9b_pmhc_tcr,0,0.2730113804340363,True,0.25800445675849915,0.3330390751361847,4,0.2390885055065155,0.015698490664362907,,0.6964223384857178,0.40477803349494934,0.07288818061351776,,,0.1553952991962433,0.11295956373214722,0.04513278603553772,0.04777359217405319,,,0.5497252941131592,0.09031531028449535,"[[0.2390885055065155, 0.07288818061351776, 0.1553952991962433, 0.11295956373214722], [0.07288818061351776, 0.015698490664362907, 0.04513278603553772, 0.04777359217405319], [0.1553952991962433, 0.04513278603553772, 0.6964223384857178, 0.5497252941131592], [0.11295956373214722, 0.04777359217405319, 0.5497252941131592, 0.40477803349494934]]"
intellifold2,classI,no_msa_no_template,7q9b_pmhc_tcr,1,0.267940616607666,False,0.2530519366264343,0.3274953365325928,4,0.25078535079956055,0.01573660969734192,,0.6948308944702148,0.4184536337852478,0.05892716348171234,,,0.11438746750354767,0.10180653631687164,0.04105048254132271,0.05373701453208923,,,0.5367844104766846,0.07774537522345781,"[[0.25078535079956055, 0.05892716348171234, 0.11438746750354767, 0.10180653631687164], [0.05892716348171234, 0.01573660969734192, 0.04105048254132271, 0.05373701453208923], [0.11438746750354767, 0.04105048254132271, 0.6948308944702148, 0.5367844104766846], [0.10180653631687164, 0.05373701453208923, 0.5367844104766846, 0.4184536337852478]]"
intellifold2,classI,no_msa_no_template,7q9b_pmhc_tcr,2,0.2725366592407227,False,0.2557544708251953,0.33966541290283203,4,0.23303130269050598,0.015910228714346886,,0.697455644607544,0.42146027088165283,0.11847061663866043,,,0.11949410289525986,0.10441762208938599,0.037183910608291626,0.035479288548231125,,,0.5521697402000427,0.07414373103529215,"[[0.23303130269050598, 0.11847061663866043, 0.11949410289525986, 0.10441762208938599], [0.11847061663866043, 0.015910228714346886, 0.037183910608291626, 0.035479288548231125], [0.11949410289525986, 0.037183910608291626, 0.697455644607544, 0.5521697402000427], [0.10441762208938599, 0.035479288548231125, 0.5521697402000427, 0.42146027088165283]]"
intellifold2,classI,no_msa_no_template,7q9b_pmhc_tcr,3,0.26479712724685667,False,0.25036531686782837,0.32252436876296997,4,0.24220365285873413,0.01614357717335224,,0.6911754608154297,0.4113757610321045,0.04944664239883423,,,0.13220559060573578,0.10525643825531006,0.10981794446706772,0.15488967299461365,,,0.5214495658874512,0.1255424115806818,"[[0.24220365285873413, 0.04944664239883423, 0.13220559060573578, 0.10525643825531006], [0.04944664239883423, 0.01614357717335224, 0.10981794446706772, 0.15488967299461365], [0.13220559060573578, 0.10981794446706772, 0.6911754608154297, 0.5214495658874512], [0.10525643825531006, 0.15488967299461365, 0.5214495658874512, 0.4113757610321045]]"
intellifold2,classI,no_msa_no_template,7q9b_pmhc_tcr,4,0.2680002927780151,False,0.25267526507377625,0.3293004035949707,4,0.23003795742988586,0.016214989125728607,,0.6891958713531494,0.4247392416000366,0.053436487913131714,,,0.15390945971012115,0.11431147903203964,0.10861866176128387,0.16335558891296387,,,0.514693021774292,0.13504879735410213,"[[0.23003795742988586, 0.053436487913131714, 0.15390945971012115, 0.11431147903203964], [0.053436487913131714, 0.016214989125728607, 0.10861866176128387, 0.16335558891296387], [0.15390945971012115, 0.10861866176128387, 0.6891958713531494, 0.514693021774292], [0.11431147903203964, 0.16335558891296387, 0.514693021774292, 0.4247392416000366]]"
intellifold2,classI,no_msa_no_template,7qpj_pmhc_tcr,0,0.3847174048423767,False,0.3606521487236023,0.48097842931747437,4,0.24002885818481445,0.014660756103694439,,0.7903460264205933,0.7192817330360413,0.07880740612745285,,,0.19112475216388702,0.17515447735786438,0.04251568019390106,0.0415603332221508,,,0.7736119031906128,0.11258881073445082,"[[0.24002885818481445, 0.07880740612745285, 0.19112475216388702, 0.17515447735786438], [0.07880740612745285, 0.014660756103694439, 0.04251568019390106, 0.0415603332221508], [0.19112475216388702, 0.04251568019390106, 0.7903460264205933, 0.7736119031906128], [0.17515447735786438, 0.0415603332221508, 0.7736119031906128, 0.7192817330360413]]"
intellifold2,classI,no_msa_no_template,7qpj_pmhc_tcr,1,0.38312449455261227,False,0.35873210430145264,0.480694055557251,4,0.2552507817745209,0.014884313568472862,,0.7929639220237732,0.722131609916687,0.05888831987977028,,,0.19539132714271545,0.1828148365020752,0.0369405671954155,0.03659113496541977,,,0.7751299142837524,0.11293446645140648,"[[0.2552507817745209, 0.05888831987977028, 0.19539132714271545, 0.1828148365020752], [0.05888831987977028, 0.014884313568472862, 0.0369405671954155, 0.03659113496541977], [0.19539132714271545, 0.0369405671954155, 0.7929639220237732, 0.7751299142837524], [0.1828148365020752, 0.03659113496541977, 0.7751299142837524, 0.722131609916687]]"
intellifold2,classI,no_msa_no_template,7qpj_pmhc_tcr,2,0.3837455213069916,False,0.35918572545051575,0.4819847047328949,4,0.23569494485855103,0.014542236924171448,,0.792158842086792,0.718004047870636,0.07442280650138855,,,0.2008681297302246,0.17977602779865265,0.04540166258811951,0.04346401244401932,,,0.7759572267532349,0.11737745814025402,"[[0.23569494485855103, 0.07442280650138855, 0.2008681297302246, 0.17977602779865265], [0.07442280650138855, 0.014542236924171448, 0.04540166258811951, 0.04346401244401932], [0.2008681297302246, 0.04540166258811951, 0.792158842086792, 0.7759572267532349], [0.17977602779865265, 0.04346401244401932, 0.7759572267532349, 0.718004047870636]]"
intellifold2,classI,no_msa_no_template,7qpj_pmhc_tcr,3,0.3860807061195374,True,0.36191847920417786,0.48272961378097534,4,0.2479686737060547,0.014556951820850372,,0.789946973323822,0.7178966999053955,0.07384447008371353,,,0.2005186676979065,0.18310536444187164,0.0445905439555645,0.04312678053975105,,,0.7722896933555603,0.11783533915877342,"[[0.2479686737060547, 0.07384447008371353, 0.2005186676979065, 0.18310536444187164], [0.07384447008371353, 0.014556951820850372, 0.0445905439555645, 0.04312678053975105], [0.2005186676979065, 0.0445905439555645, 0.789946973323822, 0.7722896933555603], [0.18310536444187164, 0.04312678053975105, 0.7722896933555603, 0.7178966999053955]]"
intellifold2,classI,no_msa_no_template,7qpj_pmhc_tcr,4,0.3772398293018341,False,0.3525995910167694,0.4758007824420929,4,0.23094354569911957,0.0148237906396389,,0.7903354167938232,0.7155768871307373,0.07400628924369812,,,0.18094530701637268,0.1684114933013916,0.038100335747003555,0.035238247364759445,,,0.7729122638702393,0.10567384585738182,"[[0.23094354569911957, 0.07400628924369812, 0.18094530701637268, 0.1684114933013916], [0.07400628924369812, 0.0148237906396389, 0.038100335747003555, 0.035238247364759445], [0.18094530701637268, 0.038100335747003555, 0.7903354167938232, 0.7729122638702393], [0.1684114933013916, 0.035238247364759445, 0.7729122638702393, 0.7155768871307373]]"
intellifold2,classI,no_msa_no_template,7r80_pmhc_tcr,0,0.39407274723052976,True,0.371826708316803,0.483056902885437,4,0.25265854597091675,0.012337863445281982,,0.7326403856277466,0.7047585844993591,0.06584125757217407,,,0.2878839373588562,0.2901582419872284,0.03260120749473572,0.034208349883556366,,,0.7335077524185181,0.16121293418109417,"[[0.25265854597091675, 0.06584125757217407, 0.2878839373588562, 0.2901582419872284], [0.06584125757217407, 0.012337863445281982, 0.03260120749473572, 0.034208349883556366], [0.2878839373588562, 0.03260120749473572, 0.7326403856277466, 0.7335077524185181], [0.2901582419872284, 0.034208349883556366, 0.7335077524185181, 0.7047585844993591]]"
intellifold2,classI,no_msa_no_template,7r80_pmhc_tcr,1,0.3925138473510742,False,0.3698873519897461,0.4830198287963867,4,0.26496097445487976,0.012390866875648499,,0.7334002256393433,0.7070449590682983,0.038239628076553345,,,0.2716630697250366,0.28005117177963257,0.036331906914711,0.03852175176143646,,,0.7342487573623657,0.15664197504520416,"[[0.26496097445487976, 0.038239628076553345, 0.2716630697250366, 0.28005117177963257], [0.038239628076553345, 0.012390866875648499, 0.036331906914711, 0.03852175176143646], [0.2716630697250366, 0.036331906914711, 0.7334002256393433, 0.7342487573623657], [0.28005117177963257, 0.03852175176143646, 0.7342487573623657, 0.7070449590682983]]"
intellifold2,classI,no_msa_no_template,7r80_pmhc_tcr,2,0.38863459825515745,False,0.3658037483692169,0.4799579977989197,4,0.27117931842803955,0.012869641184806824,,0.7319674491882324,0.7007571458816528,0.04703421890735626,,,0.26203086972236633,0.26329541206359863,0.02478456124663353,0.025484148412942886,,,0.7352210283279419,0.14389874786138535,"[[0.27117931842803955, 0.04703421890735626, 0.26203086972236633, 0.26329541206359863], [0.04703421890735626, 0.012869641184806824, 0.02478456124663353, 0.025484148412942886], [0.26203086972236633, 0.02478456124663353, 0.7319674491882324, 0.7352210283279419], [0.26329541206359863, 0.025484148412942886, 0.7352210283279419, 0.7007571458816528]]"
intellifold2,classI,no_msa_no_template,7r80_pmhc_tcr,3,0.39298940896987916,False,0.3706560730934143,0.4823227524757385,4,0.2570776343345642,0.012346059083938599,,0.7344354391098022,0.7071254253387451,0.06789465248584747,,,0.27445584535598755,0.2760990858078003,0.03387396037578583,0.03502301871776581,,,0.7351657152175903,0.15486297756433487,"[[0.2570776343345642, 0.06789465248584747, 0.27445584535598755, 0.2760990858078003], [0.06789465248584747, 0.012346059083938599, 0.03387396037578583, 0.03502301871776581], [0.27445584535598755, 0.03387396037578583, 0.7344354391098022, 0.7351657152175903], [0.2760990858078003, 0.03502301871776581, 0.7351657152175903, 0.7071254253387451]]"
intellifold2,classI,no_msa_no_template,7r80_pmhc_tcr,4,0.39323452711105344,False,0.37054556608200073,0.4839903712272644,4,0.2653194069862366,0.01239938847720623,,0.735517144203186,0.7087558507919312,0.06370943039655685,,,0.281307578086853,0.28742069005966187,0.031849637627601624,0.03330342471599579,,,0.738030195236206,0.15847033262252808,"[[0.2653194069862366, 0.06370943039655685, 0.281307578086853, 0.28742069005966187], [0.06370943039655685, 0.01239938847720623, 0.031849637627601624, 0.03330342471599579], [0.281307578086853, 0.031849637627601624, 0.735517144203186, 0.738030195236206], [0.28742069005966187, 0.03330342471599579, 0.738030195236206, 0.7087558507919312]]"
intellifold2,classI,no_msa_no_template,7rk7_pmhc_tcr,0,0.34020842909812926,True,0.3294088840484619,0.3834066092967987,4,0.3639090657234192,0.015651870518922806,,0.6663750410079956,0.558334469795227,0.05864802747964859,,,0.490185022354126,0.1507781445980072,0.03554815798997879,0.28557106852531433,,,0.1169094368815422,0.24052059836685658,"[[0.3639090657234192, 0.05864802747964859, 0.490185022354126, 0.1507781445980072], [0.05864802747964859, 0.015651870518922806, 0.03554815798997879, 0.28557106852531433], [0.490185022354126, 0.03554815798997879, 0.6663750410079956, 0.1169094368815422], [0.1507781445980072, 0.28557106852531433, 0.1169094368815422, 0.558334469795227]]"
intellifold2,classI,no_msa_no_template,7rk7_pmhc_tcr,1,0.3395868957042694,False,0.3283270001411438,0.38462647795677185,4,0.36382603645324707,0.015237294137477875,,0.6651086211204529,0.5577443838119507,0.05595890432596207,,,0.4894119203090668,0.15010617673397064,0.03746265545487404,0.26237067580223083,,,0.10128581523895264,0.23483785707503557,"[[0.36382603645324707, 0.05595890432596207, 0.4894119203090668, 0.15010617673397064], [0.05595890432596207, 0.015237294137477875, 0.03746265545487404, 0.26237067580223083], [0.4894119203090668, 0.03746265545487404, 0.6651086211204529, 0.10128581523895264], [0.15010617673397064, 0.26237067580223083, 0.10128581523895264, 0.5577443838119507]]"
intellifold2,classI,no_msa_no_template,7rk7_pmhc_tcr,2,0.3383246779441833,False,0.3260551989078522,0.38740259408950806,4,0.3574124872684479,0.015157163143157959,,0.6681510210037231,0.5551636219024658,0.05926880985498428,,,0.4814658761024475,0.14932982623577118,0.038763586431741714,0.25666573643684387,,,0.17595376074314117,0.23155625630170107,"[[0.3574124872684479, 0.05926880985498428, 0.4814658761024475, 0.14932982623577118], [0.05926880985498428, 0.015157163143157959, 0.038763586431741714, 0.25666573643684387], [0.4814658761024475, 0.038763586431741714, 0.6681510210037231, 0.17595376074314117], [0.14932982623577118, 0.25666573643684387, 0.17595376074314117, 0.5551636219024658]]"
intellifold2,classI,no_msa_no_template,7rk7_pmhc_tcr,3,0.33744621872901914,False,0.3252202570438385,0.3863500654697418,4,0.3642480969429016,0.01549961231648922,,0.6664079427719116,0.5550451874732971,0.053084731101989746,,,0.4931394159793854,0.1357933133840561,0.03548021614551544,0.26832661032676697,,,0.10703721642494202,0.23318488895893097,"[[0.3642480969429016, 0.053084731101989746, 0.4931394159793854, 0.1357933133840561], [0.053084731101989746, 0.01549961231648922, 0.03548021614551544, 0.26832661032676697], [0.4931394159793854, 0.03548021614551544, 0.6664079427719116, 0.10703721642494202], [0.1357933133840561, 0.26832661032676697, 0.10703721642494202, 0.5550451874732971]]"
