pdb	model	condition	rank	status	dock_pred	dock_native	dock_err	inc_pred	inc_native	inc_err
7dzn	protenix_v2	msa+tmpl	ranked_1	OK	154.21	44.85	109.36	2.23	10.90	8.68
7l1d	protenix_v2	msa+tmpl	ranked_1	OK	93.03	47.41	45.62	134.61	3.49	131.12
7n2n	protenix_v2	msa+tmpl	ranked_1	OK	17.76	20.52	2.77	16.23	5.13	11.10
7n2o	protenix_v2	msa+tmpl	ranked_1	OK	12.92	20.11	7.20	2.13	12.74	10.61
7n2p	protenix_v2	msa+tmpl	ranked_1	OK	27.68	21.92	5.76	6.56	9.18	2.62
7n2q	protenix_v2	msa+tmpl	ranked_1	OK	23.83	21.13	2.70	6.80	9.24	2.43
7n2r	protenix_v2	msa+tmpl	ranked_1	OK	16.68	21.24	4.55	5.30	8.70	3.39
7n2s	protenix_v2	msa+tmpl	ranked_1	OK	54.32	21.39	32.93	6.80	5.07	1.73
7n4k	protenix_v2	msa+tmpl	ranked_1	OK	48.48	41.23	7.24	18.39	16.00	2.38
7n5c	protenix_v2	msa+tmpl	ranked_1	OK	40.97	43.40	2.42	17.24	18.17	0.94
7n5p	protenix_v2	msa+tmpl	ranked_1	OK	48.92	41.20	7.72	21.15	16.18	4.97
7na5	protenix_v2	msa+tmpl	ranked_1	OK	52.46	58.96	6.50	5.37	14.97	9.60
7ndq	protenix_v2	msa+tmpl	ranked_1	OK	91.90	76.89	15.01	33.87	19.03	14.84
7ndt	protenix_v2	msa+tmpl	ranked_1	OK	27.13	33.86	6.72	4.66	7.29	2.62
7ndu	protenix_v2	msa+tmpl	ranked_1	OK	77.26	76.62	0.64	20.62	20.08	0.54
7nme	protenix_v2	msa+tmpl	ranked_1	OK	50.21	35.91	14.30	2.87	8.79	5.92
7nmf	protenix_v2	msa+tmpl	ranked_1	OK	50.24	35.95	14.29	2.81	8.90	6.09
7nmg	protenix_v2	msa+tmpl	ranked_1	OK	51.73	34.94	16.79	1.00	7.72	6.72
7ow5	protenix_v2	msa+tmpl	ranked_1	OK	42.27	46.04	3.77	6.41	8.56	2.14
7ow6	protenix_v2	msa+tmpl	ranked_1	OK	45.73	48.16	2.43	9.99	8.38	1.61
7pb2	protenix_v2	msa+tmpl	ranked_1	OK	61.63	41.61	20.02	80.17	9.07	71.10
7pbe	protenix_v2	msa+tmpl	ranked_1	OK	54.96	51.66	3.30	1.42	2.25	0.83
7phr	protenix_v2	msa+tmpl	ranked_1	OK	37.64	42.98	5.33	6.46	5.35	1.10
7q99	protenix_v2	msa+tmpl	ranked_1	OK	45.30	45.58	0.28	3.95	7.05	3.10
7q9a	protenix_v2	msa+tmpl	ranked_1	OK	44.72	47.58	2.85	5.07	9.68	4.61
7q9b	protenix_v2	msa+tmpl	ranked_1	OK	33.35	46.49	13.14	4.78	8.38	3.60
7qpj	protenix_v2	msa+tmpl	ranked_1	OK	30.79	31.58	0.79	9.94	10.81	0.88
7r80	protenix_v2	msa+tmpl	ranked_1	OK	31.03	17.50	13.53	25.87	11.89	13.98
7rk7	protenix_v2	msa+tmpl	ranked_1	OK	84.11	80.75	3.36	14.41	16.46	2.05
7rm4	protenix_v2	msa+tmpl	ranked_1	OK	16.01	35.33	19.32	165.35	18.89	146.47
7rrg	protenix_v2	msa+tmpl	ranked_1	OK	53.30	73.79	20.49	161.08	12.05	149.03
7rtr	protenix_v2	msa+tmpl	ranked_1	OK	64.13	42.24	21.89	5.82	3.53	2.29
7su9	protenix_v2	msa+tmpl	ranked_1	OK	13.85	13.42	0.42	13.14	9.17	3.97
8cx4	protenix_v2	msa+tmpl	ranked_1	OK	19.99	20.06	0.07	6.21	8.65	2.44
8d5q	protenix_v2	msa+tmpl	ranked_1	OK	28.04	31.15	3.11	11.25	9.43	1.81
8dnt	protenix_v2	msa+tmpl	ranked_1	OK	34.28	31.40	2.88	5.78	3.64	2.13
8en8	protenix_v2	msa+tmpl	ranked_1	OK	39.73	41.37	1.64	23.71	21.57	2.15
8enh	protenix_v2	msa+tmpl	ranked_1	OK	37.86	37.82	0.04	24.33	19.96	4.37
8eo8	protenix_v2	msa+tmpl	ranked_1	OK	37.78	38.49	0.72	23.86	21.40	2.46
8f5a	protenix_v2	msa+tmpl	ranked_1	OK	30.67	49.88	19.21	3.90	6.53	2.63
8gom	protenix_v2	msa+tmpl	ranked_1	OK	149.77	39.06	110.71	4.08	15.79	11.71
8gon	protenix_v2	msa+tmpl	ranked_1	OK	149.25	38.47	110.78	4.32	13.44	9.11
8gvb	protenix_v2	msa+tmpl	ranked_1	OK	55.25	54.52	0.74	16.33	19.12	2.79
8gvg	protenix_v2	msa+tmpl	ranked_1	OK	56.31	55.07	1.24	20.02	20.08	0.07
8gvi	protenix_v2	msa+tmpl	ranked_1	OK	60.64	55.10	5.54	15.03	20.62	5.60
8i5c	protenix_v2	msa+tmpl	ranked_1	OK	44.19	47.69	3.50	12.12	7.33	4.80
8i5d	protenix_v2	msa+tmpl	ranked_1	OK	49.56	44.46	5.11	6.87	11.72	4.84
8qfy	protenix_v2	msa+tmpl	ranked_1	OK	81.51	78.46	3.05	17.88	18.22	0.34
8shi	protenix_v2	msa+tmpl	ranked_1	OK	29.01	20.26	8.75	3.26	18.76	15.49
8wte	protenix_v2	msa+tmpl	ranked_1	OK	36.83	64.06	27.23	9.90	4.45	5.44
8wul	protenix_v2	msa+tmpl	ranked_1	OK	47.74	64.44	16.70	4.54	2.45	2.08
6zkw	protenix_v2	msa+tmpl	ranked_2	OK	47.97	57.14	9.18	18.27	18.99	0.72
6zkx	protenix_v2	msa+tmpl	ranked_2	OK	50.58	54.69	4.11	14.13	13.69	0.45
6zky	protenix_v2	msa+tmpl	ranked_2	OK	62.41	56.78	5.63	11.69	18.99	7.31
6zkz	protenix_v2	msa+tmpl	ranked_2	OK	56.45	56.52	0.06	13.85	18.02	4.17
7dzm	protenix_v2	msa+tmpl	ranked_2	OK	50.74	45.42	5.31	9.93	10.35	0.43
7dzn	protenix_v2	msa+tmpl	ranked_2	OK	149.46	44.85	104.61	3.65	10.90	7.26
7l1d	protenix_v2	msa+tmpl	ranked_2	OK	95.46	47.41	48.05	142.18	3.49	138.69
7n2n	protenix_v2	msa+tmpl	ranked_2	OK	15.14	20.52	5.39	9.67	5.13	4.54
7n2o	protenix_v2	msa+tmpl	ranked_2	OK	14.77	20.11	5.34	3.25	12.74	9.50
7n2p	protenix_v2	msa+tmpl	ranked_2	OK	25.08	21.92	3.15	5.80	9.18	3.38
7n2q	protenix_v2	msa+tmpl	ranked_2	OK	24.80	21.13	3.66	6.99	9.24	2.24
7n2r	protenix_v2	msa+tmpl	ranked_2	OK	36.15	21.24	14.91	19.21	8.70	10.51
7n2s	protenix_v2	msa+tmpl	ranked_2	OK	54.64	21.39	33.25	10.50	5.07	5.43
7n4k	protenix_v2	msa+tmpl	ranked_2	OK	46.53	41.23	5.30	17.78	16.00	1.77
7n5c	protenix_v2	msa+tmpl	ranked_2	OK	38.56	43.40	4.84	16.90	18.17	1.27
7n5p	protenix_v2	msa+tmpl	ranked_2	OK	45.27	41.20	4.07	18.73	16.18	2.55
7na5	protenix_v2	msa+tmpl	ranked_2	OK	56.15	58.96	2.81	5.93	14.97	9.05
7ndq	protenix_v2	msa+tmpl	ranked_2	OK	92.93	76.89	16.04	34.07	19.03	15.04
7ndt	protenix_v2	msa+tmpl	ranked_2	OK	33.00	33.86	0.86	4.93	7.29	2.36
7ndu	protenix_v2	msa+tmpl	ranked_2	OK	77.92	76.62	1.30	21.36	20.08	1.29
7nme	protenix_v2	msa+tmpl	ranked_2	OK	46.20	35.91	10.29	4.81	8.79	3.98
7nmf	protenix_v2	msa+tmpl	ranked_2	OK	46.68	35.95	10.72	4.29	8.90	4.61
7nmg	protenix_v2	msa+tmpl	ranked_2	OK	53.67	34.94	18.73	2.98	7.72	4.74
7ow5	protenix_v2	msa+tmpl	ranked_2	OK	44.77	46.04	1.27	6.04	8.56	2.51
7ow6	protenix_v2	msa+tmpl	ranked_2	OK	49.60	48.16	1.44	3.80	8.38	4.58
7pb2	protenix_v2	msa+tmpl	ranked_2	OK	61.62	41.61	20.01	104.99	9.07	95.92
7pbe	protenix_v2	msa+tmpl	ranked_2	OK	56.16	51.66	4.51	0.29	2.25	1.97
7phr	protenix_v2	msa+tmpl	ranked_2	OK	37.82	42.98	5.16	6.06	5.35	0.71
7q99	protenix_v2	msa+tmpl	ranked_2	OK	43.48	45.58	2.10	3.52	7.05	3.53
7q9a	protenix_v2	msa+tmpl	ranked_2	OK	45.56	47.58	2.02	3.76	9.68	5.92
7q9b	protenix_v2	msa+tmpl	ranked_2	OK	36.81	46.49	9.68	7.22	8.38	1.15
7qpj	protenix_v2	msa+tmpl	ranked_2	OK	31.62	31.58	0.04	10.05	10.81	0.77
7r80	protenix_v2	msa+tmpl	ranked_2	OK	33.16	17.50	15.65	28.58	11.89	16.69
7rk7	protenix_v2	msa+tmpl	ranked_2	OK	81.71	80.75	0.96	14.29	16.46	2.17
7rm4	protenix_v2	msa+tmpl	ranked_2	OK	14.42	35.33	20.90	164.79	18.89	145.91
7rrg	protenix_v2	msa+tmpl	ranked_2	OK	53.23	73.79	20.56	15.11	12.05	3.06
7rtr	protenix_v2	msa+tmpl	ranked_2	OK	64.21	42.24	21.97	5.52	3.53	1.99
7su9	protenix_v2	msa+tmpl	ranked_2	OK	18.59	13.42	5.17	14.52	9.17	5.35
8cx4	protenix_v2	msa+tmpl	ranked_2	OK	17.83	20.06	2.23	6.74	8.65	1.91
8d5q	protenix_v2	msa+tmpl	ranked_2	OK	28.62	31.15	2.54	10.91	9.43	1.48
8dnt	protenix_v2	msa+tmpl	ranked_2	OK	33.32	31.40	1.92	6.39	3.64	2.74
8en8	protenix_v2	msa+tmpl	ranked_2	OK	41.07	41.37	0.30	24.47	21.57	2.90
8enh	protenix_v2	msa+tmpl	ranked_2	OK	39.07	37.82	1.26	25.22	19.96	5.26
8eo8	protenix_v2	msa+tmpl	ranked_2	OK	40.26	38.49	1.77	25.49	21.40	4.09
8f5a	protenix_v2	msa+tmpl	ranked_2	OK	44.82	49.88	5.06	1.14	6.53	5.38
8gom	protenix_v2	msa+tmpl	ranked_2	OK	97.38	39.06	58.32	125.25	15.79	109.46
8gon	protenix_v2	msa+tmpl	ranked_2	OK	99.29	38.47	60.82	126.13	13.44	112.69
8gvb	protenix_v2	msa+tmpl	ranked_2	OK	53.81	54.52	0.70	17.04	19.12	2.08
8gvg	protenix_v2	msa+tmpl	ranked_2	OK	57.78	55.07	2.71	19.02	20.08	1.06
8gvi	protenix_v2	msa+tmpl	ranked_2	OK	60.60	55.10	5.50	16.41	20.62	4.21
8i5c	protenix_v2	msa+tmpl	ranked_2	OK	45.22	47.69	2.47	8.34	7.33	1.01
8i5d	protenix_v2	msa+tmpl	ranked_2	OK	38.29	44.46	6.17	12.60	11.72	0.89
8qfy	protenix_v2	msa+tmpl	ranked_2	OK	81.50	78.46	3.04	17.11	18.22	1.11
8shi	protenix_v2	msa+tmpl	ranked_2	OK	31.43	20.26	11.17	3.64	18.76	15.12
8wte	protenix_v2	msa+tmpl	ranked_2	OK	37.61	64.06	26.45	18.70	4.45	14.24
8wul	protenix_v2	msa+tmpl	ranked_2	OK	41.49	64.44	22.94	2.95	2.45	0.50
6zkw	protenix_v2	msa+tmpl	ranked_3	OK	53.63	57.14	3.52	16.32	18.99	2.67
6zkx	protenix_v2	msa+tmpl	ranked_3	OK	55.51	54.69	0.82	12.84	13.69	0.85
6zky	protenix_v2	msa+tmpl	ranked_3	OK	60.15	56.78	3.37	13.21	18.99	5.78
6zkz	protenix_v2	msa+tmpl	ranked_3	OK	54.34	56.52	2.18	14.42	18.02	3.61
7dzm	protenix_v2	msa+tmpl	ranked_3	OK	49.92	45.42	4.49	12.08	10.35	1.73
7dzn	protenix_v2	msa+tmpl	ranked_3	OK	152.04	44.85	107.19	2.29	10.90	8.61
7l1d	protenix_v2	msa+tmpl	ranked_3	OK	100.68	47.41	53.27	151.08	3.49	147.59
7n2n	protenix_v2	msa+tmpl	ranked_3	OK	12.76	20.52	7.77	8.90	5.13	3.76
7n2o	protenix_v2	msa+tmpl	ranked_3	OK	8.96	20.11	11.15	1.61	12.74	11.13
7n2p	protenix_v2	msa+tmpl	ranked_3	OK	26.44	21.92	4.52	6.67	9.18	2.50
7n2q	protenix_v2	msa+tmpl	ranked_3	OK	26.93	21.13	5.80	8.59	9.24	0.64
7n2r	protenix_v2	msa+tmpl	ranked_3	OK	32.64	21.24	11.41	19.14	8.70	10.45
7n2s	protenix_v2	msa+tmpl	ranked_3	OK	50.92	21.39	29.52	4.96	5.07	0.12
7n4k	protenix_v2	msa+tmpl	ranked_3	OK	45.56	41.23	4.32	19.15	16.00	3.14
7n5c	protenix_v2	msa+tmpl	ranked_3	OK	40.01	43.40	3.39	16.66	18.17	1.51
7n5p	protenix_v2	msa+tmpl	ranked_3	OK	48.41	41.20	7.22	20.86	16.18	4.67
7na5	protenix_v2	msa+tmpl	ranked_3	OK	49.86	58.96	9.11	4.62	14.97	10.35
7ndq	protenix_v2	msa+tmpl	ranked_3	OK	89.97	76.89	13.08	33.29	19.03	14.26
7ndt	protenix_v2	msa+tmpl	ranked_3	OK	28.99	33.86	4.86	3.81	7.29	3.48
7ndu	protenix_v2	msa+tmpl	ranked_3	OK	77.77	76.62	1.15	22.55	20.08	2.47
7nme	protenix_v2	msa+tmpl	ranked_3	OK	53.14	35.91	17.22	0.42	8.79	8.37
7nmf	protenix_v2	msa+tmpl	ranked_3	OK	53.23	35.95	17.28	0.51	8.90	8.39
7nmg	protenix_v2	msa+tmpl	ranked_3	OK	44.82	34.94	9.87	8.26	7.72	0.54
7ow5	protenix_v2	msa+tmpl	ranked_3	OK	43.72	46.04	2.32	5.81	8.56	2.75
7ow6	protenix_v2	msa+tmpl	ranked_3	OK	45.66	48.16	2.50	9.27	8.38	0.89
7pb2	protenix_v2	msa+tmpl	ranked_3	OK	93.27	41.61	51.66	165.34	9.07	156.27
7pbe	protenix_v2	msa+tmpl	ranked_3	OK	56.64	51.66	4.99	0.97	2.25	1.28
7phr	protenix_v2	msa+tmpl	ranked_3	OK	37.66	42.98	5.31	5.54	5.35	0.19
7q99	protenix_v2	msa+tmpl	ranked_3	OK	45.12	45.58	0.46	3.42	7.05	3.63
7q9a	protenix_v2	msa+tmpl	ranked_3	OK	42.91	47.58	4.67	3.20	9.68	6.48
7q9b	protenix_v2	msa+tmpl	ranked_3	OK	37.29	46.49	9.20	8.08	8.38	0.29
7qpj	protenix_v2	msa+tmpl	ranked_3	OK	30.57	31.58	1.01	9.84	10.81	0.97
7r80	protenix_v2	msa+tmpl	ranked_3	OK	30.33	17.50	12.83	26.95	11.89	15.05
7rk7	protenix_v2	msa+tmpl	ranked_3	OK	79.85	80.75	0.90	11.84	16.46	4.62
7rm4	protenix_v2	msa+tmpl	ranked_3	OK	44.15	35.33	8.82	15.69	18.89	3.19
7rrg	protenix_v2	msa+tmpl	ranked_3	OK	52.91	73.79	20.88	156.20	12.05	144.15
7rtr	protenix_v2	msa+tmpl	ranked_3	OK	53.46	42.24	11.22	3.44	3.53	0.08
7su9	protenix_v2	msa+tmpl	ranked_3	OK	3.49	13.42	9.94	12.03	9.17	2.86
8cx4	protenix_v2	msa+tmpl	ranked_3	OK	19.95	20.06	0.11	5.99	8.65	2.66
8d5q	protenix_v2	msa+tmpl	ranked_3	OK	28.68	31.15	2.48	8.15	9.43	1.28
8dnt	protenix_v2	msa+tmpl	ranked_3	OK	35.07	31.40	3.66	6.78	3.64	3.14
8en8	protenix_v2	msa+tmpl	ranked_3	OK	39.67	41.37	1.70	24.58	21.57	3.01
8enh	protenix_v2	msa+tmpl	ranked_3	OK	40.16	37.82	2.34	23.29	19.96	3.33
8eo8	protenix_v2	msa+tmpl	ranked_3	OK	39.98	38.49	1.49	21.63	21.40	0.23
8f5a	protenix_v2	msa+tmpl	ranked_3	OK	52.13	49.88	2.25	11.05	6.53	4.53
8gom	protenix_v2	msa+tmpl	ranked_3	OK	26.56	39.06	12.50	155.19	15.79	139.39
8gon	protenix_v2	msa+tmpl	ranked_3	OK	97.21	38.47	58.74	126.92	13.44	113.48
8gvb	protenix_v2	msa+tmpl	ranked_3	OK	53.71	54.52	0.80	15.80	19.12	3.32
8gvg	protenix_v2	msa+tmpl	ranked_3	OK	57.78	55.07	2.71	18.68	20.08	1.41
8gvi	protenix_v2	msa+tmpl	ranked_3	OK	61.14	55.10	6.04	15.80	20.62	4.83
8i5c	protenix_v2	msa+tmpl	ranked_3	OK	45.03	47.69	2.66	7.74	7.33	0.41
8i5d	protenix_v2	msa+tmpl	ranked_3	OK	37.27	44.46	7.19	12.37	11.72	0.65
8qfy	protenix_v2	msa+tmpl	ranked_3	OK	81.78	78.46	3.32	17.72	18.22	0.50
8shi	protenix_v2	msa+tmpl	ranked_3	OK	31.69	20.26	11.43	6.92	18.76	11.84
8wte	protenix_v2	msa+tmpl	ranked_3	OK	39.85	64.06	24.21	12.18	4.45	7.72
8wul	protenix_v2	msa+tmpl	ranked_3	OK	44.46	64.44	19.98	3.48	2.45	1.03
6zkw	protenix_v2	msa+tmpl	ranked_4	OK	48.58	57.14	8.56	16.58	18.99	2.41
6zkx	protenix_v2	msa+tmpl	ranked_4	OK	47.30	54.69	7.38	13.93	13.69	0.25
6zky	protenix_v2	msa+tmpl	ranked_4	OK	62.11	56.78	5.33	10.56	18.99	8.43
6zkz	protenix_v2	msa+tmpl	ranked_4	OK	49.94	56.52	6.58	12.91	18.02	5.12
7dzm	protenix_v2	msa+tmpl	ranked_4	OK	50.01	45.42	4.59	10.53	10.35	0.18
7dzn	protenix_v2	msa+tmpl	ranked_4	OK	151.65	44.85	106.80	1.58	10.90	9.33
7l1d	protenix_v2	msa+tmpl	ranked_4	OK	99.42	47.41	52.01	140.88	3.49	137.39
7n2n	protenix_v2	msa+tmpl	ranked_4	OK	14.00	20.52	6.52	7.92	5.13	2.78
7n2o	protenix_v2	msa+tmpl	ranked_4	OK	14.53	20.11	5.59	4.22	12.74	8.53
7n2p	protenix_v2	msa+tmpl	ranked_4	OK	24.84	21.92	2.91	5.11	9.18	4.07
7n2q	protenix_v2	msa+tmpl	ranked_4	OK	25.52	21.13	4.38	7.45	9.24	1.78
7n2r	protenix_v2	msa+tmpl	ranked_4	OK	33.15	21.24	11.92	8.45	8.70	0.25
7n2s	protenix_v2	msa+tmpl	ranked_4	OK	52.44	21.39	31.04	3.30	5.07	1.78
7n4k	protenix_v2	msa+tmpl	ranked_4	OK	45.25	41.23	4.02	18.02	16.00	2.01
7n5c	protenix_v2	msa+tmpl	ranked_4	OK	39.52	43.40	3.88	16.71	18.17	1.46
7n5p	protenix_v2	msa+tmpl	ranked_4	OK	48.73	41.20	7.53	20.15	16.18	3.97
7na5	protenix_v2	msa+tmpl	ranked_4	OK	51.84	58.96	7.12	5.26	14.97	9.71
7ndq	protenix_v2	msa+tmpl	ranked_4	OK	71.39	76.89	5.50	29.08	19.03	10.05
7ndt	protenix_v2	msa+tmpl	ranked_4	OK	31.03	33.86	2.83	8.71	7.29	1.43
7ndu	protenix_v2	msa+tmpl	ranked_4	OK	77.68	76.62	1.06	21.10	20.08	1.02
7nme	protenix_v2	msa+tmpl	ranked_4	OK	46.54	35.91	10.62	6.68	8.79	2.11
7nmf	protenix_v2	msa+tmpl	ranked_4	OK	46.96	35.95	11.01	6.78	8.90	2.12
7nmg	protenix_v2	msa+tmpl	ranked_4	OK	42.89	34.94	7.95	3.08	7.72	4.64
7ow5	protenix_v2	msa+tmpl	ranked_4	OK	44.48	46.04	1.55	5.99	8.56	2.57
7ow6	protenix_v2	msa+tmpl	ranked_4	OK	46.57	48.16	1.59	5.60	8.38	2.78
7pb2	protenix_v2	msa+tmpl	ranked_4	OK	101.65	41.61	60.04	164.62	9.07	155.56
7pbe	protenix_v2	msa+tmpl	ranked_4	OK	56.38	51.66	4.72	0.85	2.25	1.40
7phr	protenix_v2	msa+tmpl	ranked_4	OK	37.58	42.98	5.39	5.65	5.35	0.30
7q99	protenix_v2	msa+tmpl	ranked_4	OK	40.74	45.58	4.84	2.16	7.05	4.89
7q9a	protenix_v2	msa+tmpl	ranked_4	OK	41.06	47.58	6.51	3.37	9.68	6.31
7q9b	protenix_v2	msa+tmpl	ranked_4	OK	30.73	46.49	15.76	7.42	8.38	0.96
7qpj	protenix_v2	msa+tmpl	ranked_4	OK	32.48	31.58	0.90	9.31	10.81	1.51
7r80	protenix_v2	msa+tmpl	ranked_4	OK	74.04	17.50	56.54	47.93	11.89	36.03
7rk7	protenix_v2	msa+tmpl	ranked_4	OK	81.81	80.75	1.06	10.12	16.46	6.34
7rm4	protenix_v2	msa+tmpl	ranked_4	OK	56.28	35.33	20.95	13.95	18.89	4.94
7rrg	protenix_v2	msa+tmpl	ranked_4	OK	46.06	73.79	27.73	15.72	12.05	3.68
7rtr	protenix_v2	msa+tmpl	ranked_4	OK	61.03	42.24	18.79	5.28	3.53	1.75
7su9	protenix_v2	msa+tmpl	ranked_4	OK	11.05	13.42	2.37	4.63	9.17	4.54
8cx4	protenix_v2	msa+tmpl	ranked_4	OK	18.12	20.06	1.94	7.15	8.65	1.49
8d5q	protenix_v2	msa+tmpl	ranked_4	OK	29.92	31.15	1.23	10.44	9.43	1.01
8dnt	protenix_v2	msa+tmpl	ranked_4	OK	34.19	31.40	2.79	9.47	3.64	5.82
8en8	protenix_v2	msa+tmpl	ranked_4	OK	42.33	41.37	0.97	24.35	21.57	2.78
8enh	protenix_v2	msa+tmpl	ranked_4	OK	39.55	37.82	1.73	20.72	19.96	0.76
8eo8	protenix_v2	msa+tmpl	ranked_4	OK	39.13	38.49	0.63	25.21	21.40	3.80
8f5a	protenix_v2	msa+tmpl	ranked_4	OK	40.34	49.88	9.53	7.63	6.53	1.10
8gom	protenix_v2	msa+tmpl	ranked_4	OK	99.29	39.06	60.22	127.79	15.79	112.00
8gon	protenix_v2	msa+tmpl	ranked_4	OK	68.52	38.47	30.05	159.03	13.44	145.59
8gvb	protenix_v2	msa+tmpl	ranked_4	OK	56.96	54.52	2.44	15.19	19.12	3.93
8gvg	protenix_v2	msa+tmpl	ranked_4	OK	54.10	55.07	0.97	18.96	20.08	1.12
8gvi	protenix_v2	msa+tmpl	ranked_4	OK	61.16	55.10	6.06	16.35	20.62	4.27
8i5c	protenix_v2	msa+tmpl	ranked_4	OK	46.63	47.69	1.05	10.75	7.33	3.42
8i5d	protenix_v2	msa+tmpl	ranked_4	OK	36.68	44.46	7.78	14.00	11.72	2.28
8qfy	protenix_v2	msa+tmpl	ranked_4	OK	81.58	78.46	3.12	17.73	18.22	0.49
8shi	protenix_v2	msa+tmpl	ranked_4	OK	27.70	20.26	7.43	21.63	18.76	2.87
8wte	protenix_v2	msa+tmpl	ranked_4	OK	58.58	64.06	5.48	15.75	4.45	11.30
8wul	protenix_v2	msa+tmpl	ranked_4	OK	36.17	64.44	28.27	1.60	2.45	0.85
